id,full_name,first_name,last_name,is_active,in_boxscore,nb_appearances
76630,Ed Earle,Ed,Earle,False,False,0
203921,Cleanthony Early,Cleanthony,Early,False,True,21
1631106,Tari Eason,Tari,Eason,True,False,0
76631,Mark Eaton,Mark,Eaton,False,False,0
76632,Jerry Eaves,Jerry,Eaves,False,False,0
202365,Devin Ebanks,Devin,Ebanks,False,False,0
76633,Bill Ebben,Bill,Ebben,False,False,0
76634,Al Eberhard,Al,Eberhard,False,False,0
2569,Ndudi Ebi,Ndudi,Ebi,False,False,0
1630693,Jaime Echenique,Jaime,Echenique,False,False,0
204067,Jarell Eddie,Jarell,Eddie,False,True,34
76635,Patrick Eddie,Patrick,Eddie,False,False,0
76636,Thomas Eddleman,Thomas,Eddleman,False,False,0
76637,Kent Edelin,Kent,Edelin,False,False,0
1641744,Zach Edey,Zach,Edey,True,False,0
76638,Keith Edmonson,Keith,Edmonson,False,False,0
721,Tyus Edney,Tyus,Edney,False,False,0
1630162,Anthony Edwards,Anthony,Edwards,True,False,0
76646,Bill Edwards,Bill,Edwards,False,False,0
898,Blue Edwards,Blue,Edwards,False,False,0
1629035,Carsen Edwards,Carsen,Edwards,False,False,0
2451,Corsley Edwards,Corsley,Edwards,False,False,0
346,Doug Edwards,Doug,Edwards,False,False,0
76641,Franklin Edwards,Franklin,Edwards,False,False,0
229,James Edwards,James,Edwards,False,False,0
76643,Jay Edwards,Jay,Edwards,False,False,0
1642399,Jesse Edwards,Jesse,Edwards,True,False,0
2823,John Edwards,John,Edwards,False,False,0
1642348,Justin Edwards,Justin,Edwards,True,False,0
1630556,Kessler Edwards,Kessler,Edwards,True,False,0
236,Kevin Edwards,Kevin,Edwards,False,False,0
1630306,Rob Edwards,Rob,Edwards,False,False,0
202197,Shane Edwards,Shane,Edwards,False,False,0
1629053,Vincent Edwards,Vincent,Edwards,False,False,0
76647,Johnny Egan,Johnny,Egan,False,False,0
76648,Lonnie Eggleston,Lonnie,Eggleston,False,False,0
76649,Eddie Ehlers,Eddie,Ehlers,False,False,0
378,Craig Ehlo,Craig,Ehlo,False,False,0
76651,Dick Eichhorst,Dick,Eichhorst,False,False,0
458,Howard Eisley,Howard,Eisley,False,False,0
1918,Obinna Ekezie,Obinna,Ekezie,False,False,0
2064,Khalid El-Amin,Khalid,El-Amin,False,False,0
76653,Don Eliason,Don,Eliason,False,False,0
53,Mario Elie,Mario,Elie,False,False,0
1629604,CJ Elleby,CJ,Elleby,False,False,0
76655,Ray Ellefson,Ray,Ellefson,False,False,0
1627740,Henry Ellenson,Henry,Ellenson,False,True,40
201961,Wayne Ellington,Wayne,Ellington,False,True,93
76656,Bob Elliott,Bob,Elliott,False,False,0
251,Sean Elliott,Sean,Elliott,False,False,0
76658,Alexander Ellis,Alexander,Ellis,False,False,0
76664,Bo Ellis,Bo,Ellis,False,False,0
107,Dale Ellis,Dale,Ellis,False,False,0
1677,Harold Ellis,Harold,Ellis,False,False,0
76661,Joe Ellis,Joe,Ellis,False,False,0
1631165,Keon Ellis,Keon,Ellis,True,False,0
111,LaPhonso Ellis,LaPhonso,Ellis,False,False,0
1034,LeRon Ellis,LeRon,Ellis,False,False,0
76663,Leroy Ellis,Leroy,Ellis,False,False,0
101145,Monta Ellis,Monta,Ellis,False,True,118
442,Pervis Ellison,Pervis,Ellison,False,False,0
600010,Len Elmore,Len,Elmore,False,False,0
1922,Francisco Elson,Francisco,Elson,False,False,0
76667,Darrell Elston,Darrell,Elston,False,False,0
2408,Melvin Ely,Melvin,Ely,False,False,0
203954,Joel Embiid,Joel,Embiid,True,True,47
76668,Wayne Embry,Wayne,Embry,False,False,0
2765,Andre Emmett,Andre,Emmett,False,False,0
76669,Ned Endress,Ned,Endress,False,False,0
76670,Chris Engler,Chris,Engler,False,False,0
76671,Wayne Englestad,Wayne,Englestad,False,False,0
76672,A.J. English,A.J.,English,False,False,0
76673,Alex English,Alex,English,False,False,0
76674,Claude English,Claude,English,False,False,0
76676,Jojo English,Jojo,English,False,False,0
203119,Kim English,Kim,English,False,False,0
76675,Scott English,Scott,English,False,False,0
76677,Gene Englund,Gene,Englund,False,False,0
203898,Tyler Ennis,Tyler,Ennis,False,True,113
203516,James Ennis III,James,Ennis III,False,True,90
76678,Ray Epps,Ray,Epps,False,False,0
201623,Semih Erden,Semih,Erden,False,False,0
76679,Bo Erias,Bo,Erias,False,False,0
76680,Keith Erickson,Keith,Erickson,False,False,0
76681,Julius Erving,Julius,Erving,False,False,0
1915,Evan Eschmeyer,Evan,Eschmeyer,False,False,0
76682,Jack Eskridge,Jack,Eskridge,False,False,0
76683,Vincenzo Esposito,Vincenzo,Esposito,False,False,0
1630623,Tyson Etienne,Tyson,Etienne,True,False,0
1629234,Drew Eubanks,Drew,Eubanks,True,False,0
76687,Bob Evans,Bob,Evans,False,False,0
967,Brian Evans,Brian,Evans,False,False,0
76685,Earl Evans,Earl,Evans,False,False,0
1628980,Jacob Evans,Jacob,Evans,False,False,0
1628393,Jawun Evans,Jawun,Evans,False,False,0
202379,Jeremy Evans,Jeremy,Evans,False,True,47
2230,Maurice Evans,Maurice,Evans,False,False,0
76686,Mike Evans,Mike,Evans,False,False,0
2501,Reggie Evans,Reggie,Evans,False,False,0
201936,Tyreke Evans,Tyreke,Evans,False,True,41
1641787,Tosan Evbuomwan,Tosan,Evbuomwan,True,False,0
101137,Daniel Ewing,Daniel,Ewing,False,False,0
121,Patrick Ewing,Patrick,Ewing,False,False,0
201607,Patrick Ewing,Patrick,Ewing,False,False,0
203957,Danté Exum,Danté,Exum,True,True,45
201963,Christian Eyenga,Christian,Eyenga,False,False,0
203105,Festus Ezeli,Festus,Ezeli,False,True,84
76689,Johnny Ezersky,Johnny,Ezersky,False,False,0
76690,Joe Fabel,Joe,Fabel,False,False,0
76691,John Fairchild,John,Fairchild,False,False,0
1629605,Tacko Fall,Tacko,Fall,False,False,0
76692,Phil Farbman,Phil,Farbman,False,False,0
202702,Kenneth Faried,Kenneth,Faried,False,True,113
76693,Dick Farley,Dick,Farley,False,False,0
200770,Jordan Farmar,Jordan,Farmar,False,True,22
2824,Desmon Farmer,Desmon,Farmer,False,False,0
76695,Jim Farmer,Jim,Farmer,False,False,0
76694,Mike Farmer,Mike,Farmer,False,False,0
1108,Tony Farmer,Tony,Farmer,False,False,0
76696,Bob Faught,Bob,Faught,False,False,0
203543,Vitor Faverani,Vitor,Faverani,False,False,0
202324,Derrick Favors,Derrick,Favors,False,True,107
201174,Nick Fazekas,Nick,Fazekas,False,False,0
76697,Dave Fedor,Dave,Fedor,False,False,0
76698,Bob Feerick,Bob,Feerick,False,False,0
76699,Butch Feher,Butch,Feher,False,False,0
994,Jamie Feick,Jamie,Feick,False,False,0
76701,Ron Feiereisel,Ron,Feiereisel,False,False,0
76702,George Feigenbaum,George,Feigenbaum,False,False,0
76703,Dave Feitl,Dave,Feitl,False,False,0
1627770,Kay Felder,Kay,Felder,False,True,37
1626245,Cristiano Felicio,Cristiano,Felicio,False,True,101
203467,Carrick Felix,Carrick,Felix,False,False,0
101230,Noel Felix,Noel,Felix,False,False,0
76704,Ray Felix,Ray,Felix,False,False,0
101109,Raymond Felton,Raymond,Felton,False,True,129
76705,Jake Fendley,Jake,Fendley,False,False,0
76706,Bill Fenley,Bill,Fenley,False,False,0
2724,Desmond Ferguson,Desmond,Ferguson,False,False,0
1628390,Terrance Ferguson,Terrance,Ferguson,False,False,0
201164,Rudy Fernandez,Rudy,Fernandez,False,False,0
1628981,Bruno Fernando,Bruno,Fernando,True,False,0
76707,Eric Fernsten,Eric,Fernsten,False,False,0
76708,Al Ferrari,Al,Ferrari,False,False,0
76709,Rolando Ferreira,Rolando,Ferreira,False,False,0
273,Duane Ferrell,Duane,Ferrell,False,False,0
1627812,Yogi Ferrell,Yogi,Ferrell,False,True,17
76711,Arnie Ferrin,Arnie,Ferrin,False,False,0
76712,Bob Ferry,Bob,Ferry,False,False,0
198,Danny Ferry,Danny,Ferry,False,False,0
201178,Kyrylo Fesenko,Kyrylo,Fesenko,False,False,0
76713,Kenny Fields,Kenny,Fields,False,False,0
202361,Landry Fields,Landry,Fields,False,False,0
76714,Ron Filipek,Ron,Filipek,False,False,0
1642271,Kyle Filipowski,Kyle,Filipowski,True,False,0
76715,Greg Fillmore,Greg,Fillmore,False,False,0
76716,Hank Finkel,Hank,Finkel,False,False,0
714,Michael Finley,Michael,Finley,False,False,0
76717,Danny Finn,Danny,Finn,False,False,0
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True,True,47
900,Matt Fish,Matt,Fish,False,False,0
965,Derek Fisher,Derek,Fisher,False,False,0
2809,Gerald Fitch,Gerald,Fitch,False,False,0
1630238,Malik Fitts,Malik,Fitts,False,False,0
76720,Bob Fitzgerald,Bob,Fitzgerald,False,False,0
76719,Dick Fitzgerald,Dick,Fitzgerald,False,False,0
2033,Marcus Fizer,Marcus,Fizer,False,False,0
1641745,Adam Flagler,Adam,Flagler,True,False,0
76721,Jerry Fleishman,Jerry,Fleishman,False,False,0
76722,Al Fleming,Al,Fleming,False,False,0
76723,Ed Fleming,Ed,Fleming,False,False,0
313,Vern Fleming,Vern,Fleming,False,False,0
2784,Luis Flores,Luis,Flores,False,False,0
76725,Bruce Flowers,Bruce,Flowers,False,False,0
1642280,Trentyn Flowers,Trentyn,Flowers,True,False,0
76726,Sleepy Floyd,Sleepy,Floyd,False,False,0
201938,Jonny Flynn,Jonny,Flynn,False,False,0
1630201,Malachi Flynn,Malachi,Flynn,True,False,0
76727,Mike Flynn,Mike,Flynn,False,False,0
76728,Larry Fogle,Larry,Fogle,False,False,0
76729,Jack Foley,Jack,Foley,False,False,0
1829,Ike Fontaine,Ike,Fontaine,False,False,0
76731,Levi Fontaine,Levi,Fontaine,False,False,0
1631323,Simone Fontecchio,Simone,Fontecchio,True,False,0
202880,Jeff Foote,Jeff,Foote,False,False,0
1627854,Bryn Forbes,Bryn,Forbes,False,True,27
201814,Gary Forbes,Gary,Forbes,False,False,0
1630758,Aleem Ford,Aleem,Ford,False,False,0
76732,Alphonso Ford,Alphonso,Ford,False,False,0
2228,Alton Ford,Alton,Ford,False,False,0
76733,Chris Ford,Chris,Ford,False,False,0
76734,Don Ford,Don,Ford,False,False,0
76735,Jake Ford,Jake,Ford,False,False,0
1630259,Jordan Ford,Jordan,Ford,False,False,0
76736,Phil Ford,Phil,Ford,False,False,0
101213,Sharrod Ford,Sharrod,Ford,False,False,0
726,Sherell Ford,Sherell,Ford,False,False,0
2551,T.J. Ford,T.J.,Ford,False,False,0
76738,Donnie Forman,Donnie,Forman,False,False,0
76739,Bayard Forrest,Bayard,Forrest,False,False,0
1630235,Trent Forrest,Trent,Forrest,False,False,0
2218,Joseph Forte,Joseph,Forte,False,False,0
202622,Courtney Fortson,Courtney,Fortson,False,False,0
1504,Danny Fortson,Danny,Fortson,False,False,0
76740,Fred Foster,Fred,Foster,False,False,0
323,Greg Foster,Greg,Foster,False,False,0
1902,Jeff Foster,Jeff,Foster,False,False,0
76742,Rod Foster,Rod,Foster,False,False,0
1630701,Michael Foster Jr.,Michael,Foster Jr.,False,False,0
2238,Antonis Fotsis,Antonis,Fotsis,False,False,0
203095,Evan Fournier,Evan,Fournier,False,True,116
76744,Larry Foust,Larry,Foust,False,False,0
76745,Jerry Fowler,Jerry,Fowler,False,False,0
1762,Tremaine Fowlkes,Tremaine,Fowlkes,False,False,0
1628368,De'Aaron Fox,De'Aaron,Fox,True,False,0
76746,Harold Fox,Harold,Fox,False,False,0
76747,Jim Fox,Jim,Fox,False,False,0
296,Rick Fox,Rick,Fox,False,False,0
200751,Randy Foye,Randy,Foye,False,True,133
1502,Adonal Foyle,Adonal,Foyle,False,False,0
2499,Richie Frahm,Richie,Frahm,False,False,0
1883,Steve Francis,Steve,Francis,False,False,0
76748,Tellis Frank,Tellis,Frank,False,False,0
76749,Nat Frankel,Nat,Frankel,False,False,0
203479,Jamaal Franklin,Jamaal,Franklin,False,False,0
1629606,Robert Franks,Robert,Franks,False,False,0
204025,Tim Frazier,Tim,Frazier,False,True,114
76750,Walt Frazier,Walt,Frazier,False,False,0
76751,Will Frazier,Will,Frazier,False,False,0
1626187,Michael Frazier II,Michael,Frazier II,False,False,0
1628982,Melvin Frazier Jr.,Melvin,Frazier Jr.,False,False,0
76752,Anthony Frederick,Anthony,Frederick,False,False,0
202690,Jimmer Fredette,Jimmer,Fredette,False,True,7
76753,World Free,World,Free,False,False,0
202683,Enes Freedom,Enes,Freedom,False,True,143
200777,Joel Freeland,Joel,Freeland,False,False,0
76754,Donnie Freeman,Donnie,Freeman,False,False,0
1642402,Enrique Freeman,Enrique,Freeman,True,False,0
76755,Gary Freeman,Gary,Freeman,False,False,0
76756,Rod Freeman,Rod,Freeman,False,False,0
1631241,Javon Freeman-Liberty,Javon,Freeman-Liberty,False,False,0
2782,Matt Freije,Matt,Freije,False,False,0
76757,Frido Frey,Frido,Frey,False,False,0
76758,Larry Friend,Larry,Friend,False,False,0
76759,Pat Frink,Pat,Frink,False,False,0
76760,Jim Fritsche,Jim,Fritsche,False,False,0
101112,Channing Frye,Channing,Frye,False,True,141
76761,Bernie Fryer,Bernie,Fryer,False,False,0
76762,Frank Fucarino,Frank,Fucarino,False,False,0
1641788,Alex Fudge,Alex,Fudge,False,False,0
76763,Herm Fuetsch,Herm,Fuetsch,False,False,0
76764,Joe Fulks,Joe,Fulks,False,False,0
2673,Hiram Fuller,Hiram,Fuller,False,False,0
957,Todd Fuller,Todd,Fuller,False,False,0
76765,Tony Fuller,Tony,Fuller,False,False,0
1628365,Markelle Fultz,Markelle,Fultz,True,False,0
1444,Lawrence Funderburke,Lawrence,Funderburke,False,False,0
1641847,Andrew Funk,Andrew,Funk,False,False,0
76767,Terry Furlow,Terry,Furlow,False,False,0
1642277,Johnny Furphy,Johnny,Furphy,True,False,0
76768,Billy Gabor,Billy,Gabor,False,False,0
1629117,Wenyen Gabriel,Wenyen,Gabriel,False,False,0
2429,Dan Gadzuric,Dan,Gadzuric,False,False,0
202070,Tony Gaffney,Tony,Gaffney,False,False,0
1629655,Daniel Gafford,Daniel,Gafford,True,False,0
101184,Deng Gai,Deng,Gai,False,False,0
76769,Elmer R. Gainer,Elmer R.,Gainer,False,False,0
76770,Corey Gaines,Corey,Gaines,False,False,0
2558,Reece Gaines,Reece,Gaines,False,False,0
202178,Sundiata Gaines,Sundiata,Gaines,False,False,0
76771,Mike Gale,Mike,Gale,False,False,0
76772,Chad Gallagher,Chad,Gallagher,False,False,0
76773,Harry Gallatin,Harry,Gallatin,False,False,0
201568,Danilo Gallinari,Danilo,Gallinari,False,True,90
1641945,Jaylin Galloway,Jaylin,Galloway,False,False,0
204038,Langston Galloway,Langston,Galloway,False,True,122
76774,Dave Gambee,Dave,Gambee,False,False,0
333,Kevin Gamble,Kevin,Gamble,False,False,0
76776,Bob Gantt,Bob,Gantt,False,False,0
200816,Jorge Garbajosa,Jorge,Garbajosa,False,False,0
2092,Ruben Garces,Ruben,Garces,False,False,0
2682,Alex Garcia,Alex,Garcia,False,False,0
101128,Francisco Garcia,Francisco,Garcia,False,False,0
76778,Earl Gardner,Earl,Gardner,False,False,0
201242,Thomas Gardner,Thomas,Gardner,False,False,0
76779,Vern Gardner,Vern,Gardner,False,False,0
76780,Jack Garfinkel,Jack,Garfinkel,False,False,0
1627868,Patricio Garino,Patricio,Garino,False,False,0
1629636,Darius Garland,Darius,Garland,True,False,0
76781,Gary Garland,Gary,Garland,False,False,0
76782,Winston Garland,Winston,Garland,False,False,0
76783,Dick Garmaker,Dick,Garmaker,False,False,0
1612,Chris Garner,Chris,Garner,False,False,0
76785,Bill Garnett,Bill,Garnett,False,False,0
708,Kevin Garnett,Kevin,Garnett,False,True,36
1831,Marlon Garnett,Marlon,Garnett,False,False,0
1628656,Billy Garrett,Billy,Garrett,False,False,0
76786,Calvin Garrett,Calvin,Garrett,False,False,0
1051,Dean Garrett,Dean,Garrett,False,False,0
203197,Diante Garrett,Diante,Garrett,False,False,0
76788,Eldo Garrett,Eldo,Garrett,False,False,0
1630585,Marcus Garrett,Marcus,Garrett,True,False,0
76789,Rowland Garrett,Rowland,Garrett,False,False,0
76790,Tom Garrick,Tom,Garrick,False,False,0
76791,John Garris,John,Garris,False,False,0
1619,Kiwane Garris,Kiwane,Garris,False,False,0
1727,Pat Garrity,Pat,Garrity,False,False,0
1630586,Usman Garuba,Usman,Garuba,False,False,0
76793,Jim Garvin,Jim,Garvin,False,False,0
1630568,Luka Garza,Luka,Garza,True,False,0
201188,Marc Gasol,Marc,Gasol,False,True,100
2200,Pau Gasol,Pau,Gasol,False,True,112
76794,Frank Gates,Frank,Gates,False,False,0
1629232,Kaiser Gates,Kaiser,Gates,False,False,0
423,Chris Gatling,Chris,Gatling,False,False,0
930,Kenny Gattison,Kenny,Gattison,False,False,0
200752,Rudy Gay,Rudy,Gay,False,True,112
76797,Ed Gayda,Ed,Gayda,False,False,0
1845,Andrew Gaze,Andrew,Gaze,False,False,0
1627771,Michael Gbinije,Michael,Gbinije,False,True,22
1002,Reggie Geary,Reggie,Geary,False,False,0
202087,Alonzo Gee,Alonzo,Gee,False,True,86
761,Matt Geiger,Matt,Geiger,False,False,0
101153,Mickael Gelabale,Mickael,Gelabale,False,False,0
1904,Devean George,Devean,George,False,False,0
76800,Jack George,Jack,George,False,False,0
1641718,Keyonte George,Keyonte,George,True,False,0
1642273,Kyshawn George,Kyshawn,George,True,False,0
202331,Paul George,Paul,George,True,True,121
76801,Tate George,Tate,George,False,False,0
1627875,Marcus Georges-Hunt,Marcus,Georges-Hunt,False,False,0
76802,Gus Gerard,Gus,Gerard,False,False,0
76803,Derrick Gervin,Derrick,Gervin,False,False,0
76804,George Gervin,George,Gervin,False,False,0
76805,Gorham Getchell,Gorham,Getchell,False,False,0
76806,John Gianelli,John,Gianelli,False,False,0
76807,Dick Gibbs,Dick,Gibbs,False,False,0
200789,Daniel Gibson,Daniel,Gibson,False,False,0
76808,Dee Gibson,Dee,Gibson,False,False,0
1626780,Jonathan Gibson,Jonathan,Gibson,False,True,21
76809,Mel Gibson,Mel,Gibson,False,False,0
76810,Mike Gibson,Mike,Gibson,False,False,0
201959,Taj Gibson,Taj,Gibson,True,True,120
76811,Ward Gibson,Ward,Gibson,False,False,0
201592,J.R. Giddens,J.R.,Giddens,False,False,0
1630581,Josh Giddey,Josh,Giddey,True,False,0
201821,Trey Gilder,Trey,Gilder,False,False,0
1628385,Harry Giles III,Harry,Giles III,False,False,0
1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True,False,0
1630264,Anthony Gill,Anthony,Gill,True,False,0
2109,Eddie Gill,Eddie,Gill,False,False,0
383,Kendall Gill,Kendall,Gill,False,False,0
76812,Ben Gillery,Ben,Gillery,False,False,0
1631221,Collin Gillespie,Collin,Gillespie,True,False,0
1630273,Freddie Gillespie,Freddie,Gillespie,False,False,0
76813,Gene Gillette,Gene,Gillette,False,False,0
288,Armen Gilliam,Armen,Gilliam,False,False,0
76815,Herm Gilliam,Herm,Gilliam,False,False,0
600014,Artis Gilmore,Artis,Gilmore,False,False,0
76817,Walt Gilmore,Walt,Gilmore,False,False,0
76818,Chuck Gilmur,Chuck,Gilmur,False,False,0
1631367,Jacob Gilyard,Jacob,Gilyard,False,False,0
1938,Manu Ginobili,Manu,Ginobili,False,True,109
1921,Gordan Giricek,Gordan,Giricek,False,False,0
76819,Jack Givens,Jack,Givens,False,False,0
202148,Mickell Gladness,Mickell,Gladness,False,False,0
76820,George Glamack,George,Glamack,False,False,0
76821,Gerald Glass,Gerald,Glass,False,False,0
76822,Mike Glenn,Mike,Glenn,False,False,0
76823,Norman Glick,Norman,Glick,False,False,0
76824,Georgi Glouchkov,Georgi,Glouchkov,False,False,0
76825,Clarence Glover,Clarence,Glover,False,False,0
1901,Dion Glover,Dion,Glover,False,False,0
2601,Andreas Glyniadakis,Andreas,Glyniadakis,False,False,0
76826,Mike Gminski,Mike,Gminski,False,False,0
203497,Rudy Gobert,Rudy,Gobert,True,True,108
76827,Dan Godfread,Dan,Godfread,False,False,0
76828,Tom Gola,Tom,Gola,False,False,0
76829,Ben Goldfaden,Ben,Goldfaden,False,False,0
924,Anthony Goldwire,Anthony,Goldwire,False,False,0
101155,Ryan Gomes,Ryan,Gomes,False,False,0
76830,Glen Gondrezick,Glen,Gondrezick,False,False,0
76831,Grant Gondrezick,Grant,Gondrezick,False,False,0
2400,Drew Gooden,Drew,Gooden,False,True,63
76832,Gail Goodrich,Gail,Goodrich,False,False,0
1864,Steve Goodrich,Steve,Goodrich,False,False,0
203462,Archie Goodwin,Archie,Goodwin,False,True,85
1629164,Brandon Goodwin,Brandon,Goodwin,False,False,0
1630692,Jordan Goodwin,Jordan,Goodwin,True,False,0
76833,Wilfred Goodwin,Wilfred,Goodwin,False,False,0
203932,Aaron Gordon,Aaron,Gordon,True,True,121
2732,Ben Gordon,Ben,Gordon,False,False,0
204079,Drew Gordon,Drew,Gordon,False,False,0
201569,Eric Gordon,Eric,Gordon,True,True,96
76834,Lancaster Gordon,Lancaster,Gordon,False,False,0
76835,Paul Gordon,Paul,Gordon,False,False,0
101162,Marcin Gortat,Marcin,Gortat,False,True,113
1641789,Jazian Gortman,Jazian,Gortman,True,False,0
76836,Leo Gottlieb,Leo,Gottlieb,False,False,0
202726,Andrew Goudelock,Andrew,Goudelock,False,True,17
76837,Bato Govedarica,Bato,Govedarica,False,False,0
76838,Joe Graboski,Joe,Graboski,False,False,0
76839,Ricky Grace,Ricky,Grace,False,False,0
1628984,Devonte' Graham,Devonte',Graham,False,False,0
37,Greg Graham,Greg,Graham,False,False,0
101121,Joey Graham,Joey,Graham,False,False,0
76843,Mal Graham,Mal,Graham,False,False,0
76841,Orlando Graham,Orlando,Graham,False,False,0
76842,Paul Graham,Paul,Graham,False,False,0
101211,Stephen Graham,Stephen,Graham,False,False,0
1626203,Treveon Graham,Treveon,Graham,False,True,48
76844,Jim Grandholm,Jim,Grandholm,False,False,0
97,Ronnie Grandison,Ronnie,Grandison,False,False,0
101122,Danny Granger,Danny,Granger,False,False,0
76847,Stewart Granger,Stewart,Granger,False,False,0
258,Brian Grant,Brian,Grant,False,False,0
76850,Bud Grant,Bud,Grant,False,False,0
202,Gary Grant,Gary,Grant,False,False,0
285,Greg Grant,Greg,Grant,False,False,0
265,Harvey Grant,Harvey,Grant,False,False,0
270,Horace Grant,Horace,Grant,False,False,0
203924,Jerami Grant,Jerami,Grant,True,True,119
1626170,Jerian Grant,Jerian,Grant,False,True,116
76852,Josh Grant,Josh,Grant,False,False,0
1514,Paul Grant,Paul,Grant,False,False,0
76853,Travis Grant,Travis,Grant,False,False,0
1629055,Donte Grantham,Donte,Grantham,False,False,0
76854,Don Grate,Don,Grate,False,False,0
76855,Butch Graves,Butch,Graves,False,False,0
1629755,Hassani Gravett,Hassani,Gravett,False,False,0
201189,Aaron Gray,Aaron,Gray,False,False,0
1070,Devin Gray,Devin,Gray,False,False,0
1516,Ed Gray,Ed,Gray,False,False,0
1026,Evric Gray,Evric,Gray,False,False,0
76859,Gary Gray,Gary,Gray,False,False,0
1627982,Josh Gray,Josh,Gray,False,False,0
76860,Leonard Gray,Leonard,Gray,False,False,0
1630564,RaiQuan Gray,RaiQuan,Gray,False,False,0
76861,Stuart Gray,Stuart,Gray,False,False,0
76862,Sylvester Gray,Sylvester,Gray,False,False,0
76863,Wyndol Gray,Wyndol,Gray,False,False,0
81,Jeff Grayer,Jeff,Grayer,False,False,0
76865,Bob Greacen,Bob,Greacen,False,False,0
920,A.C. Green,A.C.,Green,False,False,0
1631260,AJ Green,AJ,Green,True,False,0
201980,Danny Green,Danny,Green,False,True,115
101209,Devin Green,Devin,Green,False,False,0
203110,Draymond Green,Draymond,Green,True,True,155
203475,Erick Green,Erick,Green,False,True,10
101123,Gerald Green,Gerald,Green,False,True,125
203210,JaMychal Green,JaMychal,Green,False,True,128
1630224,Jalen Green,Jalen,Green,True,False,0
1629750,Javonte Green,Javonte,Green,True,False,0
201145,Jeff Green,Jeff,Green,True,True,128
76867,Johnny Green,Johnny,Green,False,False,0
1630182,Josh Green,Josh,Green,True,False,0
76868,Ken Green,Ken,Green,False,False,0
76869,Kenny Green,Kenny,Green,False,False,0
600011,Lamar Green,Lamar,Green,False,False,0
1036,Litterial Green,Litterial,Green,False,False,0
76872,Luther Green,Luther,Green,False,False,0
76873,Mike Green,Mike,Green,False,False,0
76874,Rickey Green,Rickey,Green,False,False,0
76875,Sean Green,Sean,Green,False,False,0
76877,Si Green,Si,Green,False,False,0
76876,Sidney Green,Sidney,Green,False,False,0
76878,Steve Green,Steve,Green,False,False,0
201192,Taurean Green,Taurean,Green,False,False,0
76879,Tommy Green,Tommy,Green,False,False,0
2584,Willie Green,Willie,Green,False,False,0
201590,Donte Greene,Donte,Greene,False,False,0
101158,Orien Greene,Orien,Greene,False,False,0
76880,Jerry Greenspan,Jerry,Greenspan,False,False,0
76881,David Greenwood,David,Greenwood,False,False,0
76882,Hal Greer,Hal,Greer,False,False,0
2696,Lynn Greer,Lynn,Greer,False,False,0
76883,Gary Gregor,Gary,Gregor,False,False,0
76884,Claude Gregory,Claude,Gregory,False,False,0
76885,John Greig,John,Greig,False,False,0
76886,Norm Grekin,Norm,Grekin,False,False,0
76887,Kevin Grevey,Kevin,Grevey,False,False,0
1631100,AJ Griffin,AJ,Griffin,False,False,0
1559,Adrian Griffin,Adrian,Griffin,False,False,0
201933,Blake Griffin,Blake,Griffin,False,True,82
2204,Eddie Griffin,Eddie,Griffin,False,False,0
76888,Greg Griffin,Greg,Griffin,False,False,0
76889,Paul Griffin,Paul,Griffin,False,False,0
201981,Taylor Griffin,Taylor,Griffin,False,False,0
76890,Darrell Griffith,Darrell,Griffith,False,False,0
76891,Chuck Grigsby,Chuck,Grigsby,False,False,0
1629656,Quentin Grimes,Quentin,Grimes,True,False,0
1575,Derek Grimm,Derek,Grimm,False,False,0
76893,George Grimshaw,George,Grimshaw,False,False,0
76894,Dick Groat,Dick,Groat,False,False,0
76895,Bob Gross,Bob,Gross,False,False,0
76896,Jerry Grote,Jerry,Grote,False,False,0
76897,Alex Groza,Alex,Groza,False,False,0
101219,Anthony Grundy,Anthony,Grundy,False,False,0
76899,Ernie Grunfeld,Ernie,Grunfeld,False,False,0
76900,Gene Guarilia,Gene,Guarilia,False,False,0
76901,Petur Gudmundsson,Petur,Gudmundsson,False,False,0
1629741,Marko Guduric,Marko,Guduric,False,False,0
76902,Richie Guerin,Richie,Guerin,False,False,0
1631338,Mouhamadou Gueye,Mouhamadou,Gueye,False,False,0
1631243,Mouhamed Gueye,Mouhamed,Gueye,True,False,0
339,Tom Gugliotta,Tom,Gugliotta,False,False,0
76903,Andres Guibert,Andres,Guibert,False,False,0
76904,Jay Guidinger,Jay,Guidinger,False,False,0
76905,Coulby Gunther,Coulby,Gunther,False,False,0
76906,Dave Gunther,Dave,Gunther,False,False,0
76907,Al Guokas,Al,Guokas,False,False,0
76908,Matt Guokas,Matt,Guokas,False,False,0
76909,Matt Guokas,Matt,Guokas,False,False,0
203268,Jorge Gutierrez,Jorge,Gutierrez,False,True,32
1629657,Kyle Guy,Kyle,Guy,False,False,0
2062,A.J. Guyton,A.J.,Guyton,False,False,0
2775,Ha Seung-jin,,Ha Seung-jin,False,False,0
1629060,Rui Hachimura,Rui,Hachimura,True,False,0
76910,Rudy Hackett,Rudy,Hackett,False,False,0
201632,Hamed Haddadi,Hamed,Haddadi,False,False,0
76911,Scott Haffner,Scott,Haffner,False,False,0
76912,Cliff Hagan,Cliff,Hagan,False,False,0
76913,Glenn Hagan,Glenn,Hagan,False,False,0
1630204,Ashton Hagans,Ashton,Hagans,False,False,0
